order_id,delivery_status,delivery_time,rider_id
5348,In transit,,29
7099,Delivered,21:16:12,59
1376,Delivered,15:28:01,61
2186,In transit,,2
2326,Delivered,22:00:47,62
6550,Delivered,23:10:50,49
8232,Delivered,22:04:06,32
4926,Delivered,09:15:22,47
4430,Delivered,19:44:28,46
4350,Delivered,18:41:17,26
1189,Delivered,10:51:17,3
2571,Delivered,17:26:14,28
8927,Delivered,15:13:24,63
2337,In transit,,23
7793,In transit,,19
8605,Delivered,22:50:37,65
2782,Delivered,20:47:14,62
271,Delivered,21:40:12,46
8401,Delivered,19:11:04,70
8047,Delivered,09:36:58,65
324,Delivered,22:06:08,25
3244,Failed,,43
1834,Delivered,19:58:43,68
5413,Failed,,32
2849,Delivered,17:32:59,25
4981,In transit,,43
45,Delivered,20:17:54,32
418,Delivered,13:33:01,34
3372,Delivered,12:33:43,12
6651,Delivered,17:58:06,50
2111,In transit,,14
6883,In transit,,28
7519,Delivered,14:14:00,38
5720,Delivered,19:17:00,23
5417,Delivered,10:31:52,59
7293,Delivered,06:35:29,62
6536,Delivered,23:51:43,5
8042,Delivered,18:05:33,32
8800,Delivered,18:51:40,67
2069,Delivered,00:54:11,64
5237,Delivered,19:01:57,47
1675,Delivered,15:27:25,34
7052,Delivered,10:05:39,28
1332,In transit,,3
8858,In transit,,10
3742,Delivered,20:09:25,39
6085,Delivered,13:59:26,16
4227,Delivered,21:35:10,44
2630,Delivered,10:23:50,37
8087,Delivered,16:48:18,67
8817,In transit,,63
6533,Delivered,23:19:50,55
4299,Delivered,12:53:47,19
1808,Failed,,55
6198,Delivered,22:14:54,4
7170,Delivered,11:23:08,38
2888,Delivered,19:28:32,7
5420,Delivered,20:27:40,12
6173,Delivered,03:12:52,56
3610,In transit,,10
8126,In transit,,20
5925,Delivered,21:54:52,44
6066,Delivered,14:29:00,67
4676,Delivered,19:53:54,13
1430,Delivered,08:56:55,67
6005,Delivered,15:10:19,7
4646,Delivered,14:26:16,30
4265,Delivered,11:29:36,53
7594,Delivered,10:56:26,7
2637,Delivered,17:03:08,53
584,Delivered,17:48:32,25
669,Delivered,14:43:30,3
4558,Delivered,12:16:06,68
6825,Delivered,15:55:34,35
8794,Delivered,01:11:37,22
444,Delivered,23:20:56,40
5296,Delivered,18:06:35,24
980,Delivered,19:38:31,59
2361,Delivered,18:15:17,15
8875,In transit,,70
6151,Delivered,17:17:00,4
3765,Delivered,20:43:36,37
3070,Delivered,14:22:05,3
4045,Delivered,02:46:05,13
4153,Delivered,21:13:13,33
6789,Delivered,07:58:39,55
124,Delivered,18:39:59,18
1002,Delivered,09:48:37,54
7827,Delivered,15:26:55,16
518,Delivered,18:29:59,20
4500,Delivered,13:30:07,70
7958,Delivered,19:11:43,68
3439,Delivered,12:38:05,6
8908,Delivered,16:35:32,57
3044,Delivered,01:51:11,5
2014,Delivered,10:15:33,45
5842,Delivered,19:04:47,48
5016,Failed,,43
8146,Delivered,23:27:06,54
5116,Delivered,14:32:37,14
5306,In transit,,5
8029,Delivered,11:04:09,4
1943,Delivered,11:50:57,26
7495,Delivered,21:37:43,11
6475,Delivered,15:28:33,58
7234,Delivered,18:08:15,3
8260,Delivered,14:44:56,64
6297,In transit,,63
1802,Delivered,18:25:29,42
6797,Failed,,34
5969,Delivered,18:20:43,67
299,Delivered,13:36:00,7
8805,Delivered,22:51:26,42
353,Delivered,10:51:44,6
4270,Delivered,15:31:50,1
1969,Delivered,18:11:29,25
7228,Delivered,00:43:44,4
5852,Delivered,13:37:37,53
327,Delivered,13:35:23,12
5542,Delivered,07:36:51,17
4232,In transit,,47
8913,Failed,,16
2491,Delivered,13:26:24,24
7407,Delivered,19:09:08,55
2457,Delivered,17:41:54,39
7217,Delivered,21:44:13,29
2086,Delivered,10:40:43,46
564,Delivered,21:10:59,15
1838,Delivered,19:00:44,13
1365,Delivered,20:08:57,39
1714,Delivered,12:55:14,4
7484,Delivered,23:13:00,7
1765,Delivered,22:57:56,59
8661,Delivered,13:07:44,39
7611,Failed,,30
4065,Delivered,08:14:49,46
4087,Delivered,16:17:47,67
7314,Delivered,17:10:37,42
6608,Delivered,08:59:03,65
1677,Delivered,16:22:47,44
1381,Delivered,09:38:02,36
2216,Delivered,11:47:11,28
7328,Delivered,09:44:19,16
5831,Delivered,00:07:01,33
5987,Delivered,15:33:21,7
3712,Failed,,2
7021,In transit,,12
6075,Delivered,15:37:39,33
2103,Delivered,17:36:52,41
4234,Delivered,10:51:52,29
6414,In transit,,5
4686,Delivered,01:19:31,70
8503,Delivered,01:08:42,41
5751,Delivered,15:44:50,39
2946,Delivered,12:54:41,27
2750,In transit,,51
353,Delivered,11:51:44,35
59,Delivered,14:48:11,43
816,Delivered,12:28:18,10
7593,Delivered,02:07:11,2
2024,Delivered,15:44:49,54
5442,Delivered,22:18:55,55
8536,In transit,,10
5280,Delivered,21:53:56,13
1092,Delivered,15:41:29,62
4156,Delivered,16:22:10,42
239,In transit,,36
3412,Delivered,20:21:28,55
1018,Delivered,11:06:20,38
6871,Delivered,22:47:47,43
813,In transit,,40
2835,In transit,,43
6283,Delivered,00:42:45,61
5943,Delivered,22:01:05,43
5726,Delivered,02:20:54,63
4687,Delivered,11:27:45,27
2587,Delivered,10:15:26,57
8241,Delivered,12:32:46,56
592,Delivered,01:26:08,25
6425,Delivered,00:01:23,52
1351,Delivered,11:27:45,35
1675,In transit,,48
1418,Delivered,23:35:08,20
3937,Delivered,20:04:11,57
1180,Delivered,22:14:11,19
8281,Delivered,09:53:20,67
923,In transit,,70
5100,Delivered,11:40:39,30
7910,Delivered,19:50:15,68
1254,Delivered,10:01:33,40
434,In transit,,23
3176,Delivered,02:10:50,49
1398,Delivered,12:05:14,40
5790,Delivered,17:35:35,27
3649,Delivered,23:41:28,3
6420,Delivered,14:02:37,38
6374,Delivered,11:32:12,62
2882,In transit,,50
2738,Delivered,20:52:33,5
7585,Failed,,34
709,Delivered,16:17:11,70
659,Delivered,14:20:07,59
1615,In transit,,15
199,Delivered,11:30:18,56
284,Delivered,22:54:24,60
3169,Delivered,19:45:03,13
5681,Delivered,15:06:37,59
2894,Delivered,22:36:28,39
3506,Delivered,20:10:45,6
3672,Delivered,11:33:10,48
5224,Delivered,17:15:27,61
274,Delivered,18:16:30,68
7118,Delivered,18:14:05,29
1400,Delivered,18:58:09,24
6461,Delivered,17:24:02,4
3716,Delivered,17:52:10,40
7845,Delivered,20:22:54,1
5922,Delivered,07:04:47,46
799,Delivered,03:59:01,61
5752,Delivered,10:52:36,31
6109,Delivered,12:29:26,2
295,Delivered,07:45:08,48
4837,Delivered,23:49:25,17
3438,Delivered,19:46:23,48
1527,Failed,,34
779,Delivered,21:26:59,45
655,Delivered,22:45:26,34
6824,Delivered,03:24:04,12
487,Delivered,02:40:31,40
6967,Delivered,22:35:53,61
8057,Delivered,01:50:34,28
3598,Delivered,20:09:46,44
3838,Failed,,60
559,Failed,,20
6579,Delivered,12:53:53,49
2789,Delivered,08:21:28,34
3959,Delivered,23:42:18,22
1246,Delivered,13:30:31,12
3222,Delivered,18:04:47,5
6153,In transit,,48
7326,In transit,,3
4307,Delivered,11:25:36,37
5363,Delivered,18:37:31,20
6655,Delivered,16:59:46,40
4419,Delivered,14:01:25,40
2356,Delivered,12:30:08,61
2755,In transit,,53
1093,Delivered,11:10:15,5
7701,Delivered,23:54:00,7
5008,Delivered,16:30:23,43
4571,Delivered,21:44:36,40
219,Delivered,19:24:02,56
6187,Delivered,16:01:41,2
3456,Delivered,21:31:02,13
3538,Delivered,23:50:25,53
3994,Delivered,00:10:32,63
1057,In transit,,49
1285,Delivered,11:49:15,43
4873,Delivered,10:47:36,67
2901,Delivered,23:34:38,4
6763,Delivered,16:07:05,26
2306,Delivered,16:56:06,58
177,Delivered,12:56:27,31
1324,Delivered,19:18:42,47
3934,Delivered,16:43:20,56
7518,Delivered,03:03:01,31
3594,Delivered,10:01:00,2
4919,Delivered,15:20:25,58
5988,Delivered,19:41:42,33
5152,Delivered,22:28:37,63
1902,In transit,,4
2493,Delivered,17:36:34,13
6497,Delivered,11:13:39,29
7873,Failed,,53
5231,Delivered,18:46:17,14
1744,In transit,,27
7512,Failed,,63
8972,Delivered,12:57:49,55
474,Delivered,21:45:28,27
7960,Delivered,20:03:52,25
734,Delivered,15:12:06,41
2412,Delivered,00:45:14,58
2012,Delivered,00:15:21,58
2220,Delivered,11:48:01,53
2422,Delivered,07:06:23,65
1379,Delivered,22:43:18,59
282,Delivered,10:33:20,32
906,Delivered,07:12:57,69
4155,In transit,,37
4595,Delivered,11:54:52,43
2451,Delivered,17:02:17,30
6285,Delivered,13:36:43,47
1369,Delivered,13:53:07,49
8414,Delivered,11:47:30,37
5137,Delivered,11:36:20,40
5166,Delivered,19:26:32,39
1983,Delivered,21:27:00,64
6443,Delivered,18:08:37,59
2667,Delivered,09:24:01,15
3513,Delivered,23:09:06,33
2606,In transit,,37
6071,Delivered,09:14:18,38
1270,In transit,,42
2300,Delivered,16:23:51,8
2160,Delivered,09:17:19,3
7124,Delivered,20:07:14,18
8466,In transit,,66
1995,Delivered,13:06:05,4
7283,Delivered,20:56:57,6
2620,Delivered,00:31:52,23
4704,In transit,,46
7717,Failed,,6
4883,Delivered,00:02:20,8
4159,Failed,,17
411,Delivered,22:00:20,40
8282,Delivered,17:23:28,32
8645,Delivered,16:35:44,41
8191,Failed,,33
1517,Delivered,21:25:29,11
6638,Delivered,15:21:01,61
2567,Delivered,17:24:41,19
5776,Delivered,16:31:50,64
7215,Delivered,10:35:36,38
6342,In transit,,66
3395,Delivered,13:22:52,8
6330,Delivered,11:42:53,38
7622,Delivered,23:55:44,45
824,Delivered,15:50:17,37
6475,Delivered,13:28:33,59
7574,Delivered,00:16:39,60
151,In transit,,28
8889,Failed,,21
5878,Delivered,17:12:05,29
1958,Delivered,11:32:44,63
569,Delivered,15:48:39,63
8792,Delivered,11:16:44,70
1963,Delivered,16:30:28,21
1780,Failed,,32
3832,Delivered,21:38:33,45
8798,Failed,,63
6958,Delivered,21:37:44,54
1571,Delivered,14:45:42,36
1790,Failed,,28
8074,Delivered,14:33:04,14
8537,Delivered,15:28:15,43
6707,Delivered,11:38:55,40
861,Delivered,19:37:40,9
7697,Delivered,10:48:31,20
4204,Delivered,21:18:01,38
282,Delivered,14:33:20,59
7967,Delivered,16:38:32,12
6581,In transit,,25
1892,In transit,,11
4250,Delivered,22:33:43,36
4929,Delivered,14:41:13,36
1996,Delivered,03:49:38,16
365,Delivered,12:46:31,39
7088,In transit,,57
8783,Delivered,14:51:44,21
3900,Delivered,22:22:04,54
8984,Delivered,10:45:50,19
4125,Delivered,23:51:57,46
1187,Delivered,23:00:52,58
4438,Failed,,69
7495,Delivered,23:37:43,69
7091,Delivered,10:24:42,15
1187,Delivered,20:00:52,23
5438,In transit,,19
3984,Delivered,22:29:41,2
206,Delivered,17:23:54,15
6574,Delivered,15:04:38,24
7387,Delivered,21:25:44,70
8992,Delivered,23:27:39,2
6605,In transit,,2
1230,Delivered,13:17:32,22
7346,Delivered,21:42:22,45
8152,Delivered,21:55:22,35
2586,Delivered,01:05:03,39
176,Delivered,08:22:54,44
3652,Delivered,12:43:41,67
7982,In transit,,45
4610,Delivered,19:48:19,69
5280,Delivered,19:53:56,52
6477,Delivered,17:05:24,11
8600,Delivered,08:03:00,8
2577,Delivered,20:56:33,28
5201,Delivered,21:13:03,5
1465,Delivered,09:20:47,23
7327,Delivered,12:03:55,25
3558,Delivered,00:45:39,37
7923,Delivered,21:28:51,64
2879,Delivered,13:21:07,65
2650,In transit,,33
2361,Delivered,23:15:17,53
6290,Delivered,22:42:52,33
7316,Delivered,14:23:01,1
2248,Delivered,23:07:31,14
4555,Delivered,20:48:22,14
3502,In transit,,21
8684,Delivered,14:17:33,60
7456,Delivered,14:52:43,28
6816,Delivered,16:15:41,21
4464,Delivered,21:55:52,47
8153,Delivered,15:25:50,36
7310,Delivered,15:23:56,53
1952,Delivered,14:58:32,32
3594,Delivered,11:01:00,41
3457,Delivered,13:43:40,37
148,Delivered,20:06:48,35
3315,Delivered,21:54:30,33
6916,Delivered,17:39:11,47
7215,In transit,,49
4872,In transit,,65
8175,Delivered,13:21:29,15
5200,Delivered,18:18:49,63
3411,Delivered,22:05:40,40
2420,Delivered,18:05:55,31
7954,Delivered,12:09:54,62
5826,Delivered,20:40:43,33
47,Delivered,19:51:40,9
8891,Delivered,08:37:42,19
5105,Delivered,15:01:32,44
8769,Delivered,12:50:57,19
6559,Delivered,23:23:03,61
3629,Delivered,15:08:07,70
5066,Delivered,15:24:02,36
412,Delivered,20:42:46,8
5059,Delivered,16:17:21,47
1735,Delivered,12:38:46,2
29,In transit,,22
2491,Delivered,11:26:24,6
4636,Delivered,13:34:59,1
3782,Delivered,00:31:32,14
4246,Failed,,70
3633,Delivered,10:27:18,4
2696,In transit,,40
3145,Delivered,19:37:47,54
3115,In transit,,56
6913,Delivered,22:01:28,15
2981,Delivered,09:56:28,42
6657,Delivered,19:31:31,55
2898,Delivered,11:00:31,57
7723,Delivered,19:50:00,37
6224,Delivered,00:56:59,27
8024,Delivered,21:22:10,38
3468,Delivered,17:45:56,9
2889,Delivered,22:00:14,12
2732,Delivered,19:56:25,39
8578,Delivered,19:04:24,52
495,Delivered,03:33:11,17
1394,Delivered,17:12:33,32
4035,In transit,,2
8294,Delivered,16:44:06,18
7282,Delivered,00:19:45,21
2972,Delivered,19:17:12,9
7261,Delivered,20:08:40,16
6964,Delivered,15:31:50,41
1687,Delivered,15:32:07,1
128,Delivered,21:54:23,7
4481,Delivered,21:35:24,34
39,Delivered,15:17:01,52
3158,Delivered,00:04:26,56
5872,Delivered,16:07:13,21
4982,Delivered,08:09:06,48
6897,Failed,,11
988,In transit,,67
581,Delivered,21:24:29,43
5264,Delivered,10:18:35,63
7581,In transit,,31
6201,Delivered,16:59:15,2
3126,Delivered,08:52:21,35
8300,Delivered,03:03:07,50
2231,Delivered,00:16:38,63
8010,Delivered,01:45:27,36
5689,Delivered,21:42:36,61
1990,In transit,,34
7511,Delivered,11:00:13,33
1501,Delivered,22:15:34,15
5474,In transit,,61
2724,Delivered,07:58:33,4
5724,Delivered,20:27:52,53
1466,Delivered,22:22:20,44
4078,Delivered,13:38:14,47
7446,Delivered,19:18:12,8
3319,Delivered,10:53:01,34
7162,Delivered,15:21:16,31
1314,In transit,,52
5932,Delivered,10:10:27,59
4619,Delivered,16:44:07,12
8061,Delivered,17:06:58,12
1438,In transit,,3
4397,In transit,,55
3987,In transit,,56
5135,Delivered,01:41:20,48
4226,Delivered,18:19:47,57
7905,Delivered,14:38:11,42
4226,Delivered,18:19:47,62
1955,Delivered,10:56:58,20
2277,In transit,,14
4000,Delivered,13:32:21,33
5738,Failed,,37
7115,Delivered,19:01:02,49
3325,Delivered,20:49:02,32
6049,Delivered,09:46:46,55
4885,In transit,,24
5090,Delivered,17:19:58,18
821,Delivered,16:04:02,19
4366,Delivered,23:52:52,38
4419,Delivered,10:01:25,33
614,Delivered,20:02:23,69
8001,Delivered,19:01:14,7
7557,Delivered,23:24:19,11
6122,Delivered,15:06:47,47
3411,Delivered,17:05:40,5
6935,Delivered,11:00:34,37
7350,In transit,,52
5174,In transit,,7
8601,Delivered,18:01:40,8
8261,Delivered,16:12:42,17
5223,Delivered,17:46:42,59
1107,Delivered,01:36:10,41
600,Delivered,00:08:08,41
4225,In transit,,3
6698,Failed,,58
8145,Delivered,13:34:53,36
48,Delivered,11:03:10,56
4511,Delivered,10:18:22,41
2823,Delivered,12:07:28,48
2321,Delivered,21:35:14,51
7203,Delivered,20:55:34,49
1051,Failed,,43
7521,Delivered,09:32:05,20
8353,Delivered,11:19:52,21
151,Failed,,7
145,In transit,,27
2610,Delivered,12:00:39,37
4168,Delivered,14:24:47,55
1826,Delivered,14:57:26,13
2930,Failed,,64
2799,Delivered,16:07:01,18
4887,Delivered,15:02:37,5
536,Delivered,21:22:09,42
5594,Delivered,01:07:02,30
1906,Failed,,54
895,Delivered,21:04:34,4
6640,Delivered,01:42:08,58
7968,Delivered,10:28:49,24
540,Delivered,16:47:57,26
7460,Delivered,18:29:33,47
1354,In transit,,29
4766,Delivered,19:59:51,14
2781,In transit,,45
7663,Failed,,8
3236,Delivered,14:11:35,61
1997,Delivered,02:53:41,51
2153,Delivered,00:28:33,59
796,Delivered,02:33:30,16
4985,Delivered,17:25:10,47
8238,Delivered,22:41:35,69
7498,In transit,,42
7862,Delivered,19:13:49,54
1103,In transit,,10
3327,Delivered,23:02:20,35
5893,In transit,,50
3945,Delivered,08:57:00,70
3329,Delivered,18:28:39,39
3822,Delivered,02:55:35,51
7487,In transit,,29
2183,Delivered,11:01:13,8
5822,Delivered,13:05:31,40
8258,Delivered,09:30:23,34
5204,Delivered,13:30:33,57
4040,Delivered,21:17:06,46
3817,In transit,,50
6370,Delivered,12:48:29,5
2686,Delivered,10:13:19,26
3622,In transit,,8
4842,Delivered,18:51:05,24
221,In transit,,53
566,Delivered,22:18:54,69
918,Delivered,19:00:14,32
2578,Delivered,14:24:55,35
5745,Delivered,15:22:21,54
1135,In transit,,11
8482,Failed,,66
5868,Delivered,12:54:11,49
6609,Delivered,21:45:12,16
95,Delivered,10:48:59,67
5768,In transit,,25
6718,Delivered,21:53:04,47
7559,Delivered,09:52:08,65
4698,In transit,,41
6817,Delivered,16:51:51,57
2869,Delivered,14:52:17,32
4312,In transit,,19
5585,In transit,,56
445,Delivered,03:31:17,1
284,Delivered,23:54:24,59
2445,Delivered,20:20:20,19
8150,Delivered,21:45:30,58
8951,Delivered,20:27:45,38
4335,Delivered,19:36:18,41
5128,Delivered,20:07:42,3
5901,Failed,,6
4823,Delivered,20:39:21,12
5846,Delivered,09:30:52,5
7484,Delivered,23:13:00,26
3157,Failed,,38
984,Delivered,09:25:58,2
308,Delivered,17:53:15,11
6807,In transit,,39
1688,Delivered,19:37:47,7
2880,Failed,,25
3526,Delivered,18:21:25,23
3490,Delivered,22:50:42,56
6210,Delivered,14:58:03,24
8432,In transit,,3
691,Delivered,00:38:09,46
6344,Delivered,13:54:01,26
7082,Delivered,16:01:38,18
4966,Delivered,01:46:20,35
3046,Delivered,15:30:02,60
3286,Delivered,21:25:56,28
8817,Delivered,17:31:35,44
882,Failed,,56
5343,Delivered,12:16:57,25
3871,Delivered,16:20:30,30
3346,Delivered,10:33:57,3
7221,Delivered,15:41:09,31
1925,Delivered,00:31:05,8
5209,Delivered,12:49:40,45
6863,In transit,,28
7030,Delivered,18:44:29,46
3792,Delivered,12:02:34,58
465,Delivered,15:36:04,31
2249,Delivered,11:39:45,54
1577,Delivered,16:31:43,64
2668,In transit,,36
6129,Delivered,09:41:07,40
1065,Delivered,08:53:57,64
7056,Delivered,23:36:11,44
7886,In transit,,45
3965,Delivered,17:34:02,17
1437,Failed,,55
5232,Delivered,11:16:04,32
5663,Delivered,23:09:25,28
4200,Delivered,20:53:42,65
1117,In transit,,50
8202,Delivered,22:20:28,7
4914,Delivered,21:25:07,32
4197,Delivered,21:17:39,42
5021,Delivered,13:51:44,68
6380,Delivered,23:05:43,54
5465,Delivered,15:45:24,66
6155,Delivered,06:53:26,46
5823,Delivered,11:26:27,7
3158,Delivered,00:04:26,7
3436,Delivered,11:08:33,28
3976,In transit,,38
6831,Delivered,13:53:27,57
4964,Delivered,14:10:44,56
491,Delivered,21:54:10,69
8720,Delivered,21:36:40,13
5689,Delivered,22:42:36,42
998,In transit,,37
6686,Delivered,17:45:00,37
1582,Delivered,21:57:32,2
7928,In transit,,49
7819,In transit,,35
1406,Delivered,11:11:36,40
5298,Delivered,16:42:52,19
4750,Delivered,22:14:49,59
2610,Delivered,10:00:39,21
8548,Delivered,16:30:34,45
5957,Failed,,53
2676,Delivered,13:58:19,30
8250,Delivered,18:57:53,33
2779,In transit,,70
3827,In transit,,11
7404,Delivered,22:22:25,20
500,In transit,,60
5388,Delivered,01:58:59,39
8374,Delivered,13:53:34,4
7430,Delivered,21:19:43,57
3721,Delivered,20:31:51,41
1942,Delivered,12:32:06,13
2006,In transit,,18
8678,Delivered,22:19:30,66
1211,Delivered,10:18:52,22
2358,Delivered,20:10:00,35
528,Delivered,00:46:48,15
6802,Delivered,14:47:42,42
1193,Delivered,14:06:35,45
6139,Delivered,15:11:40,59
7353,Delivered,07:46:29,55
7549,Delivered,02:48:26,5
6019,Delivered,16:34:01,48
965,Delivered,12:01:43,15
2993,Delivered,14:18:16,45
6012,In transit,,10
3229,Delivered,08:26:26,16
8668,Delivered,01:20:13,60
6983,Delivered,19:00:12,14
6482,Delivered,11:18:54,58
431,Delivered,10:12:55,10
4288,In transit,,70
3761,Delivered,09:56:21,25
4963,In transit,,6
3447,Delivered,10:39:36,39
8408,Delivered,10:18:21,38
4244,Delivered,14:32:45,43
3428,Delivered,21:42:17,65
920,Delivered,21:13:17,22
8192,Delivered,00:40:40,16
1630,Delivered,10:56:43,14
6911,Delivered,22:38:38,52
8572,Delivered,00:02:26,27
4594,Delivered,11:53:10,28
3532,Delivered,18:28:08,35
2227,Delivered,14:33:53,32
5612,Failed,,56
8665,Delivered,17:53:16,12
5819,Delivered,16:55:28,6
5686,In transit,,8
1026,Delivered,13:55:19,5
8082,Delivered,10:00:28,15
7627,Delivered,21:48:10,62
8787,Delivered,20:34:00,34
6454,Delivered,03:29:24,47
8481,Delivered,11:58:30,55
8657,Delivered,12:44:59,68
4276,Delivered,11:34:05,65
6453,Delivered,07:58:32,55
1094,In transit,,9
5377,Delivered,09:35:31,26
3671,In transit,,10
3868,Delivered,17:02:19,20
8675,Delivered,21:44:53,38
4406,Delivered,22:03:25,3
457,Delivered,18:40:26,45
7074,Delivered,17:59:14,70
16,Delivered,18:02:21,31
142,Delivered,22:42:11,34
8385,Delivered,16:34:02,19
6026,Delivered,14:31:48,3
6084,Failed,,56
6116,Delivered,11:23:59,11
4119,Delivered,14:12:16,43
3146,Delivered,22:31:52,34
28,Delivered,18:14:46,46
8510,Delivered,16:33:25,57
743,Delivered,08:10:42,34
7507,Delivered,02:30:48,47
3446,Delivered,16:25:02,11
4288,Delivered,20:08:11,49
363,Failed,,59
4360,Delivered,12:01:23,47
3154,Delivered,10:44:39,23
5410,Delivered,10:45:46,25
8822,In transit,,21
7917,Delivered,22:06:36,46
3050,In transit,,8
7962,In transit,,39
3110,In transit,,67
7528,Delivered,18:26:04,55
735,Delivered,01:48:07,9
508,Delivered,00:48:00,47
2740,Delivered,12:50:05,2
7797,Delivered,07:21:02,70
575,Delivered,21:27:43,46
3705,Delivered,22:25:06,68
6705,In transit,,12
2689,Delivered,15:26:59,17
4350,Delivered,19:41:17,45
4025,Delivered,22:48:25,24
3733,In transit,,27
4898,Delivered,23:50:16,38
5640,Delivered,12:48:38,68
5682,In transit,,68
1428,Delivered,16:44:12,40
7652,Delivered,20:12:26,68
198,Delivered,21:13:03,40
7700,Delivered,17:09:16,41
1144,Delivered,21:07:14,36
2741,Delivered,11:50:56,2
8298,Delivered,22:49:39,22
7629,In transit,,16
1781,In transit,,42
5270,Delivered,11:50:22,57
5418,Delivered,16:04:26,18
5005,In transit,,39
6698,Delivered,21:24:53,44
2697,Delivered,14:31:23,38
2830,Delivered,14:30:42,47
1399,Delivered,14:16:10,66
5382,Failed,,43
398,Delivered,11:29:54,4
8888,Delivered,14:38:25,39
270,Delivered,23:07:47,47
7950,Delivered,18:40:00,26
3635,Delivered,15:42:36,16
2852,Delivered,23:18:59,35
1075,Delivered,13:53:10,42
7428,In transit,,7
6553,Failed,,64
6611,Delivered,07:46:47,64
6171,Delivered,18:46:59,7
5211,Delivered,18:42:44,8
3127,Failed,,23
2522,Delivered,15:20:44,5
6892,Delivered,22:52:29,30
5415,Delivered,12:53:52,51
8348,In transit,,45
2658,Delivered,19:50:04,38
7136,Delivered,16:02:21,32
1901,Delivered,15:52:44,26
2747,Failed,,61
3836,Delivered,18:09:26,26
2402,In transit,,63
3630,Delivered,06:44:31,68
8409,Delivered,15:08:23,14
6563,Delivered,13:18:21,22
1767,Delivered,13:36:24,12
6858,Delivered,15:09:57,45
1412,Delivered,21:57:13,21
6933,Delivered,07:47:40,11
5618,Delivered,10:32:38,59
4546,Delivered,21:59:36,7
7237,In transit,,14
1572,Delivered,16:56:55,48
3700,Delivered,16:34:26,11
6771,Delivered,21:51:44,6
8089,Delivered,21:35:16,38
335,Delivered,23:52:07,35
2139,Failed,,67
8679,Delivered,10:53:47,16
8027,Delivered,11:52:52,59
7074,In transit,,31
1009,Failed,,61
5112,In transit,,53
7824,Failed,,53
6739,Delivered,22:25:04,69
1818,Delivered,16:30:15,46
8090,Delivered,08:02:16,43
720,Delivered,06:28:27,42
6166,Delivered,02:38:21,15
5371,Delivered,10:04:29,24
6649,Delivered,11:14:25,21
8264,Delivered,23:20:20,14
8848,In transit,,26
3796,In transit,,22
3193,Delivered,14:35:02,63
5958,Delivered,09:52:26,55
3514,Delivered,18:14:58,33
1807,In transit,,62
3794,In transit,,67
3018,Delivered,22:17:31,38
3842,Delivered,09:56:32,40
3337,Delivered,16:56:23,57
8259,Delivered,11:22:44,16
6065,In transit,,2
1622,Delivered,19:03:38,68
7327,Delivered,11:03:55,13
2907,Delivered,14:23:16,32
8588,In transit,,41
7332,Delivered,14:19:10,44
5834,Delivered,19:36:42,47
2646,Delivered,20:37:00,48
6508,Delivered,20:21:34,34
3006,Delivered,23:50:20,58
4775,Delivered,18:12:02,21
6675,Delivered,20:59:05,49
8331,Delivered,14:18:09,46
8643,Delivered,14:20:57,35
2709,Delivered,21:14:51,39
6652,Delivered,09:30:50,3
336,In transit,,37
5537,Delivered,16:42:14,40
5994,Delivered,08:04:57,15
8720,Delivered,20:36:40,60
1344,Failed,,41
7537,Delivered,21:30:41,30
8144,In transit,,62
7189,Delivered,08:27:18,9
8619,Delivered,03:49:04,14
286,Delivered,23:45:18,43
8312,Delivered,11:45:01,31
8349,Delivered,20:48:35,10
7677,Delivered,20:02:25,52
3912,Delivered,00:12:47,9
4171,Delivered,14:32:03,7
923,Delivered,17:13:33,64
3595,Delivered,17:45:11,69
2032,In transit,,10
140,Delivered,20:29:45,66
5546,Delivered,06:28:33,2
6847,Delivered,14:04:13,2
8717,In transit,,63
3146,Delivered,22:31:52,47
7633,In transit,,38
8338,Delivered,08:10:07,14
3259,Failed,,19
5246,Delivered,22:32:31,23
6861,Delivered,19:56:38,65
4596,Delivered,15:19:03,37
7622,Delivered,20:55:44,22
3364,Delivered,12:55:56,65
3198,Delivered,16:02:32,43
7475,Failed,,4
684,Delivered,14:16:50,32
8263,Delivered,20:23:22,43
4139,Delivered,17:10:31,68
4844,Delivered,01:22:44,25
8821,In transit,,5
4032,Delivered,18:04:30,28
8740,Delivered,02:47:05,57
8471,Failed,,61
2812,Delivered,14:45:21,49
1693,Delivered,16:50:05,9
623,Delivered,00:34:34,41
7892,Delivered,16:10:28,62
8972,In transit,,43
876,Delivered,18:32:31,38
4597,Delivered,16:38:38,6
489,Delivered,19:47:37,12
8335,Delivered,22:51:24,61
8678,Failed,,54
2344,Failed,,44
7688,Delivered,00:21:52,27
4951,Delivered,15:06:57,53
8427,Delivered,16:04:30,45
7158,Delivered,14:23:26,27
3906,Delivered,18:20:17,68
6896,Delivered,01:31:06,46
1208,Delivered,02:27:08,65
193,Delivered,00:41:24,69
8166,Delivered,00:30:44,46
494,Delivered,22:15:44,37
3264,Delivered,18:47:26,60
1699,Delivered,14:50:53,10
7250,Delivered,08:15:53,51
1496,Delivered,14:21:33,26
3837,Failed,,38
4581,Delivered,00:51:21,70
3351,Failed,,18
5433,Delivered,17:10:57,50
2444,Delivered,07:21:43,37
8630,Delivered,15:15:39,51
7828,Delivered,23:59:28,42
4958,Delivered,09:06:01,34
8701,In transit,,70
