order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
831,2264,4,Pasta Carbonara,2020-02-05,15:13:45,pending,4.25
832,1382,12,Pasta with Tomato and Basil,2022-06-19,13:44:52,completed,5.75
833,382,6,Tuna sashimi,2025-01-03,15:54:36,completed,4.02
834,1506,14,"Caprese Salad,French fries with sausages,Chicken wings",2023-12-29,20:17:25,completed,19.21
835,785,17,Cheeseburger,2024-01-05,20:32:07,completed,6.78
836,1556,18,Chicken Fajitas,2022-07-31,11:18:44,completed,8.93
837,1308,24,Tuna sashimi,2025-05-08,15:11:40,cancelled,7.14
838,1592,12,"Pork sausage roll,Tiramisù,Pasta with Tomato and Basil,Chilli con carne",2020-10-26,18:16:14,completed,28.86
839,836,29,Vegetable Soup,2022-12-04,07:43:37,cancelled,4.5
840,2377,3,"Pasta with Tomato and Basil,Mushroom Risotto,Califlower penne,Mushroom Risotto,Fish and chips",2021-04-02,09:07:13,completed,35.08
841,1626,17,Pappardelle alla Bolognese,2021-01-16,17:21:38,completed,6.84
842,1438,6,Cheeseburger,2021-08-19,15:06:56,completed,6.87
843,637,30,Linguine with clams,2022-05-10,13:54:29,completed,7.72
844,1666,6,Scotch eggs,2023-10-17,13:51:12,pending,4.07
845,2900,17,Risotto with seafood,2022-08-02,21:27:57,completed,4.31
846,2224,26,"Tiramisù,Pasta Carbonara,Pappardelle alla Bolognese",2025-09-13,18:21:03,pending,20.31
847,516,30,Meatballs with sauce,2020-11-19,09:11:10,completed,7.06
848,1615,19,"Katsu Curry,Salmon nigiri,Meatballs with sauce",2022-05-16,09:58:31,completed,21.75
849,924,6,Pasta and Beans,2021-10-03,09:56:54,completed,7.29
850,2215,20,"Tiramisù,Pasta with Tomato and Basil,California maki",2021-02-10,22:52:34,completed,15.88
851,2212,3,Bruschette with Tomato,2023-11-01,12:55:14,completed,8.46
852,311,23,Vegetable Soup,2025-04-05,16:14:57,completed,8.08
853,514,17,Souvlaki,2025-07-23,12:18:27,completed,6.41
854,36,26,French fries with sausages,2021-10-05,18:23:18,completed,5.76
855,51,6,"Chicken Fajitas,Pork sausage roll",2023-05-02,06:39:15,completed,10.43
856,2250,2,"Ricotta stuffed Ravioli,Teriyaki Chicken donburi,Chicken Fajitas,Mushroom Risotto",2020-06-11,21:53:54,completed,21.44
857,1972,4,Ebiten maki,2023-12-22,17:05:33,pending,5.7
858,1142,1,"Pappardelle alla Bolognese,Teriyaki Chicken donburi",2023-06-30,12:48:02,completed,14.77
859,1772,9,Chicken wings,2022-02-14,10:29:50,completed,8.96
860,2437,30,Pasta and Beans,2023-01-27,21:04:04,completed,4.57
861,585,4,Barbecue Ribs,2024-10-18,21:30:15,completed,8.85
862,459,10,"Chicken wings,Lasagne,Cheeseburger,Mushroom Risotto",2024-08-06,09:49:14,pending,31.9
863,1135,16,"Tiramisù,Linguine with clams",2020-08-31,15:28:58,completed,15.91
864,2030,16,"Teriyaki Chicken donburi,Pappardelle alla Bolognese,Tuna sashimi,Souvlaki,Pappardelle alla Bolognese",2021-12-03,20:01:50,completed,31.63
865,1928,20,"Chicken milanese,Pappardelle alla Bolognese,Fish and chips,Fettuccine Alfredo",2023-01-12,19:22:57,completed,26.66
866,2396,27,"Tuna sashimi,Tiramisù,Barbecue Ribs",2025-01-02,09:18:40,pending,17.29
867,2884,17,Bruschette with Tomato,2020-06-08,07:32:23,pending,5.19
868,1006,24,Linguine with clams,2025-09-27,16:17:46,completed,5.88
869,2780,27,Meatballs with sauce,2021-01-12,17:32:10,completed,6.13
870,907,6,Cheeseburger,2021-10-20,16:07:59,completed,8.87
871,2894,2,Pizza,2022-09-01,16:02:53,completed,6.48
872,351,5,Lasagne,2023-07-19,22:35:51,completed,8.61
873,476,24,"Ebiten maki,Barbecue Ribs",2025-10-05,15:10:13,cancelled,12.38
874,478,10,"Bruschette with Tomato,Chilli con carne,Barbecue Ribs",2021-08-12,06:32:11,completed,17.3
875,1970,4,Pizza,2021-05-02,17:26:09,completed,4.95
876,1533,27,"Ricotta stuffed Ravioli,Pasta Carbonara,Chicken Fajitas,Cheeseburger",2023-07-16,08:43:06,completed,26.79
877,988,26,"Caprese Salad,Pappardelle alla Bolognese,Lasagne",2020-10-24,07:09:25,completed,19.04
878,1108,7,Risotto with seafood,2023-08-20,21:07:58,completed,8.61
879,288,10,"Tiramisù,Chicken Fajitas",2024-09-08,11:04:28,completed,11.54
880,653,3,"Fish and chips,Pork sausage roll",2023-06-15,18:23:18,pending,12.12
881,579,26,Philadelphia maki,2022-07-12,14:46:13,completed,7.05
882,2310,11,"Pasta Carbonara,Vegetable Soup,Pork belly buns,Meatballs with sauce",2024-07-20,08:14:30,cancelled,26.55
883,1480,15,"Lasagne,Califlower penne,Mushroom Risotto,Pasta with Tomato and Basil",2022-08-05,18:28:45,completed,29.48
884,260,24,Ricotta stuffed Ravioli,2023-10-19,22:39:09,completed,5.9
885,2150,10,Pork belly buns,2023-03-21,09:12:21,completed,4.74
886,305,13,Vegetable Soup,2023-03-08,07:05:41,pending,6.23
887,774,25,Teriyaki Chicken donburi,2020-07-13,21:59:47,completed,5.79
888,2185,24,"Scotch eggs,Caprese Salad,Scotch eggs,Chicken milanese,Linguine with clams",2025-01-30,11:35:55,completed,32.36
889,2205,16,"Meatballs with sauce,Souvlaki,Fish and chips",2025-10-03,15:12:53,completed,18.0
890,2541,26,Tuna sashimi,2023-12-13,12:05:37,completed,6.4
891,570,29,Katsu Curry,2020-11-10,13:37:39,completed,7.27
892,2880,29,Barbecue Ribs,2021-08-21,12:38:21,completed,4.57
893,2044,25,"Fettuccine Alfredo,Chicken milanese,Mushroom Risotto,French fries with sausages,Fish and chips",2020-12-30,15:29:38,pending,35.17
894,1072,20,Pizza,2021-04-25,19:09:10,completed,6.29
895,1907,6,"Pasta with Tomato and Basil,Chicken Fajitas,Pork sausage roll,Teriyaki Chicken donburi",2023-10-15,15:38:09,completed,27.83
896,2299,9,"Barbecue Ribs,Teriyaki Chicken donburi",2023-09-28,13:02:12,completed,9.64
897,1307,14,Caesar Salad,2022-01-22,18:43:03,completed,5.5
898,284,5,"Meatballs with sauce,Chicken Fajitas",2025-09-12,15:29:34,pending,16.05
899,933,23,"Pork sausage roll,Mushroom Risotto",2020-09-27,19:04:45,completed,14.23
900,160,29,"Pappardelle alla Bolognese,Mushroom Risotto,Pizza",2024-11-22,12:27:24,completed,22.02
901,2412,3,"Linguine with clams,Teriyaki Chicken donburi",2025-05-02,22:54:28,completed,14.78
902,2240,21,"Ricotta stuffed Ravioli,Ricotta stuffed Ravioli",2023-06-22,18:58:02,pending,14.89
903,225,15,"Philadelphia maki,Teriyaki Chicken donburi",2021-05-13,21:15:41,completed,14.12
904,407,28,"Califlower penne,Pasta and Beans",2021-06-14,16:49:31,completed,12.17
905,1672,1,"Linguine with clams,Fettuccine Alfredo,Pork belly buns",2022-09-30,14:23:48,completed,17.45
906,15,30,"Tiramisù,Pizza,Vegetable Soup",2022-08-29,07:52:30,completed,21.56
907,601,7,Risotto with seafood,2021-10-22,21:34:32,completed,4.35
908,2416,16,"Chicken milanese,Pork belly buns,Cheeseburger",2020-07-09,11:36:57,completed,18.75
909,2984,25,"California maki,Tiramisù",2021-02-12,22:55:40,completed,14.68
910,1524,28,"Pizza,Ebiten maki,Bruschette with Tomato",2020-09-23,22:53:34,completed,18.41
911,2430,12,"Katsu Curry,Fish and chips",2021-12-10,16:15:41,completed,9.91
912,2083,24,"Fettuccine Alfredo,Chicken milanese,Pork sausage roll",2023-04-09,13:08:28,completed,18.77
913,2306,6,Chicken milanese,2021-10-06,06:19:41,completed,4.27
914,832,9,"Pork sausage roll,Mushroom Risotto,Pappardelle alla Bolognese",2023-11-22,22:18:41,completed,20.61
915,2453,11,Teriyaki Chicken donburi,2024-03-07,10:09:47,cancelled,4.08
916,466,8,French fries with sausages,2022-10-10,07:28:41,completed,4.13
917,219,28,"Califlower penne,Bruschette with Tomato,Salmon nigiri,French fries with sausages",2021-04-10,17:01:51,completed,27.73
918,2933,1,Cheeseburger,2022-03-19,18:10:19,completed,5.14
919,2830,17,Mushroom Risotto,2022-11-11,18:42:47,completed,8.01
920,1974,27,Fettuccine Alfredo,2021-08-01,17:46:27,completed,8.32
921,625,22,Pork sausage roll,2022-02-20,16:31:48,completed,7.3
922,2471,30,"Ricotta stuffed Ravioli,Scotch eggs",2021-11-28,14:59:22,pending,11.77
923,88,10,"Pizza,Tiramisù",2020-02-13,06:56:39,completed,15.04
924,1725,24,Chicken milanese,2024-08-01,15:45:01,pending,5.04
925,400,6,"Linguine with clams,Pappardelle alla Bolognese",2025-07-11,21:25:46,completed,14.01
926,980,23,Caprese Salad,2022-12-15,18:12:41,completed,7.05
927,887,1,Souvlaki,2024-07-13,22:23:40,pending,7.74
928,910,2,"Fish and chips,Ricotta stuffed Ravioli,Ebiten maki,Pappardelle alla Bolognese,Linguine with clams",2020-12-14,08:16:44,completed,36.73
929,212,16,Barbecue Ribs,2025-08-11,11:09:14,completed,5.63
930,2459,13,French fries with sausages,2023-04-25,07:47:11,pending,4.11
931,2198,28,"Caprese Salad,Tiramisù",2022-10-05,14:04:52,completed,14.12
932,175,2,"Pizza,Chicken milanese",2020-03-01,22:29:23,completed,13.32
933,965,10,Lasagne,2021-02-21,10:27:06,completed,6.93
934,752,19,"Mushroom Risotto,Tiramisù,Chilli con carne",2022-08-26,08:56:19,completed,18.16
935,2575,4,Pappardelle alla Bolognese,2023-01-26,20:14:01,completed,7.73
936,755,8,Fish and chips,2025-06-27,16:09:39,completed,4.08
937,314,19,"Pasta with Tomato and Basil,Califlower penne,California maki",2023-02-07,16:01:36,completed,16.97
938,1951,23,"Meatballs with sauce,Lasagne,Barbecue Ribs",2022-12-05,16:08:21,completed,19.88
939,1762,10,Lasagne,2022-06-27,10:45:06,completed,6.85
940,1642,23,"Tiramisù,Ebiten maki,Pizza,Katsu Curry,Chilli con carne",2020-08-07,15:58:33,completed,31.45
941,2885,28,Pizza,2020-09-20,17:12:52,completed,5.25
942,2493,17,"Tuna sashimi,Tuna sashimi",2021-06-20,11:11:39,pending,11.83
943,1609,28,"Caesar Salad,Caprese Salad",2023-01-29,22:09:04,pending,12.86
944,1894,3,"Pasta and Beans,Linguine with clams,Mushroom Risotto,Ebiten maki",2024-06-21,16:01:43,completed,23.9
945,1634,21,Fish and chips,2021-11-02,22:13:06,completed,6.49
946,749,21,"Caesar Salad,Chilli con carne",2024-06-05,13:15:38,pending,13.16
947,2195,7,Vegetable Soup,2022-12-27,21:26:14,pending,8.5
948,1581,30,Caesar Salad,2025-04-13,20:54:02,pending,4.21
949,2151,15,"Risotto with seafood,Caesar Salad",2021-04-09,07:47:11,completed,13.66
950,2451,11,Ricotta stuffed Ravioli,2020-03-11,18:06:02,cancelled,7.8
951,2101,28,Pork sausage roll,2025-02-28,18:27:47,completed,5.65
952,233,22,"Cheeseburger,Vegetable Soup",2025-02-15,07:21:07,completed,13.48
953,2933,20,Vegetable Soup,2022-11-08,10:35:45,completed,4.32
954,2909,2,"Pappardelle alla Bolognese,Fettuccine Alfredo,Teriyaki Chicken donburi,Meatballs with sauce,Lasagne",2022-12-06,07:02:23,completed,25.76
955,574,23,Cheeseburger,2021-07-12,18:43:53,completed,4.29
956,1193,30,"Tuna sashimi,Katsu Curry,Tiramisù,Risotto with seafood",2020-05-21,13:40:03,completed,25.66
957,2191,14,"Pork belly buns,Pizza,Pizza",2022-11-10,22:17:14,completed,14.01
958,210,13,Chicken milanese,2022-12-03,09:37:04,completed,5.81
959,2531,4,Califlower penne,2023-07-24,07:24:49,completed,7.85
960,168,11,"Pappardelle alla Bolognese,Risotto with seafood,Lasagne,Lasagne",2025-04-21,18:04:00,completed,26.75
961,462,20,Barbecue Ribs,2025-07-06,07:43:29,completed,4.73
962,1590,28,Chicken wings,2020-01-08,12:42:07,cancelled,6.95
963,1425,13,"Chicken Fajitas,Chicken wings,Tiramisù",2023-11-17,19:53:06,pending,19.17
964,1148,22,Mushroom Risotto,2021-09-08,12:09:13,completed,5.02
965,1282,4,"Fish and chips,Califlower penne",2020-09-13,21:51:05,completed,13.2
966,2196,2,Linguine with clams,2024-03-04,17:11:08,completed,7.23
967,2203,3,Teriyaki Chicken donburi,2024-05-22,18:24:38,completed,4.95
968,895,14,"Ricotta stuffed Ravioli,Salmon nigiri,Scotch eggs",2023-03-01,09:25:58,completed,19.22
969,1995,21,"Pork sausage roll,Linguine with clams,Fettuccine Alfredo,Souvlaki",2024-05-23,22:29:34,pending,28.09
970,2555,8,Katsu Curry,2023-01-07,09:12:52,cancelled,5.54
971,1591,23,"Fish and chips,Fish and chips",2023-06-30,14:18:24,completed,14.76
972,410,29,"Pappardelle alla Bolognese,Pork belly buns",2020-11-05,19:27:02,completed,10.2
973,2341,8,"Pizza,Tuna sashimi",2024-09-21,22:40:22,completed,15.49
974,2693,25,Pasta Carbonara,2022-02-25,08:53:06,completed,4.34
975,2550,23,"Chilli con carne,Califlower penne,Pasta Carbonara",2020-05-09,17:16:25,completed,20.41
976,1744,27,"Lasagne,California maki,Chicken Fajitas",2022-04-15,10:59:18,completed,20.12
977,80,15,"Chicken wings,Pasta Carbonara",2024-12-05,10:55:29,completed,15.43
978,2755,11,"Pork sausage roll,Fettuccine Alfredo,Scotch eggs",2020-07-28,15:55:37,completed,23.43
979,2824,15,"Cheeseburger,Caesar Salad,Risotto with seafood",2021-10-09,13:31:09,cancelled,21.38
980,1824,12,Philadelphia maki,2021-04-01,20:52:51,pending,6.24
981,1435,20,Pasta Carbonara,2020-03-13,14:01:37,completed,8.09
982,2383,5,"Chicken Fajitas,Pasta with Tomato and Basil,Mushroom Risotto",2024-05-11,14:32:55,pending,18.5
983,445,2,Pork sausage roll,2020-02-01,16:02:18,completed,6.81
984,565,20,Tiramisù,2023-04-19,08:51:17,completed,5.48
985,360,10,Lasagne,2024-09-20,22:53:20,completed,8.47
986,212,19,"Pasta Carbonara,Ricotta stuffed Ravioli,Pasta Carbonara",2024-03-28,19:45:52,completed,19.69
987,874,12,"Chicken Fajitas,Chilli con carne",2022-03-13,06:19:55,completed,14.08
988,1674,9,"Pasta Carbonara,Salmon nigiri",2022-06-29,09:38:39,completed,12.65
989,1763,2,Fish and chips,2024-10-25,13:55:44,completed,7.36
990,1996,21,"Ricotta stuffed Ravioli,Caesar Salad,Bruschette with Tomato",2022-01-01,10:47:32,completed,22.59
991,1649,16,Linguine with clams,2023-12-28,12:15:26,completed,5.29
992,2578,16,Linguine with clams,2022-11-29,14:43:52,cancelled,5.37
993,2146,11,Pizza,2022-05-22,09:58:42,completed,8.19
994,1994,13,"Mushroom Risotto,Lasagne,Chicken Fajitas",2022-05-05,10:07:43,completed,19.43
995,2226,2,"Chicken Fajitas,Pasta and Beans",2021-09-13,06:30:51,completed,11.02
996,19,25,Pasta with Tomato and Basil,2020-08-09,14:57:51,completed,5.0
997,686,28,"Pasta with Tomato and Basil,Tuna sashimi,Chicken wings",2021-03-29,20:41:58,cancelled,18.16
998,2647,19,"Pork belly buns,Lasagne",2025-08-21,18:11:10,cancelled,16.39
999,887,21,Chicken wings,2023-05-05,07:32:07,completed,7.68
1000,236,15,Pork belly buns,2020-09-27,10:09:11,completed,6.96
1001,56,17,Chilli con carne,2021-08-01,16:18:11,completed,5.74
1002,2233,6,"Scotch eggs,Caesar Salad,Pizza,Mushroom Risotto",2020-09-04,15:45:41,completed,28.25
1003,2100,1,"Pasta with Tomato and Basil,Teriyaki Chicken donburi",2021-12-30,21:06:52,completed,15.77
1004,950,2,California maki,2021-01-28,06:25:32,pending,7.97
1005,341,18,Souvlaki,2025-02-28,10:56:47,pending,8.24
1006,292,27,"Fettuccine Alfredo,Chicken wings",2024-08-01,11:44:04,pending,12.89
1007,1808,4,Chicken milanese,2021-05-13,13:03:59,completed,6.89
1008,1448,8,Souvlaki,2021-02-25,07:21:06,completed,6.4
1009,1931,25,Caesar Salad,2024-04-08,19:10:53,completed,8.65
1010,2201,7,Ricotta stuffed Ravioli,2021-06-19,15:10:59,completed,8.28
1011,2818,28,Linguine with clams,2020-08-04,06:30:50,completed,7.92
1012,1425,17,"Chicken Fajitas,Katsu Curry,Pizza,California maki,Lasagne",2024-04-07,06:57:59,completed,33.43
1013,239,23,"Califlower penne,Salmon nigiri,Pork belly buns",2025-06-04,17:04:12,cancelled,20.25
1014,67,2,Tuna sashimi,2022-07-17,07:22:22,completed,8.31
1015,460,25,Lasagne,2020-02-22,06:58:39,completed,4.57
1016,613,29,"Caprese Salad,Scotch eggs,Teriyaki Chicken donburi",2024-02-12,10:54:53,completed,22.05
1017,776,28,Mushroom Risotto,2023-03-25,07:33:44,completed,4.05
1018,803,2,Cheeseburger,2023-02-03,12:44:54,completed,8.88
1019,2877,13,Risotto with seafood,2020-11-15,21:00:36,pending,7.51
1020,2109,14,Pizza,2024-12-15,09:16:33,completed,4.28
1021,286,3,"Fish and chips,Pizza",2024-06-09,16:13:25,completed,11.36
1022,1626,13,"Chicken wings,Katsu Curry",2020-11-15,16:25:51,completed,10.93
1023,1991,12,"Ricotta stuffed Ravioli,Meatballs with sauce",2021-07-12,07:02:22,completed,14.05
1024,937,23,"Tuna sashimi,Pappardelle alla Bolognese,Pasta with Tomato and Basil",2022-07-22,18:40:45,completed,19.49
1025,1586,3,"Barbecue Ribs,Ricotta stuffed Ravioli,Chicken wings,Barbecue Ribs",2020-09-15,13:59:43,completed,22.94
1026,2886,26,"Fish and chips,California maki,Chicken milanese,Pork belly buns",2020-01-30,09:51:57,completed,28.21
1027,2009,26,"Risotto with seafood,Pizza",2023-09-05,15:02:47,completed,15.09
1028,1807,7,"Pasta and Beans,Lasagne,Pizza,Mushroom Risotto",2021-03-01,12:28:45,completed,23.84
1029,1232,25,"Mushroom Risotto,Vegetable Soup,Meatballs with sauce,French fries with sausages",2024-12-17,12:13:17,completed,25.64
1030,2471,13,"Ebiten maki,Tuna sashimi,Mushroom Risotto",2020-09-06,18:40:21,pending,22.09
1031,818,15,"Katsu Curry,Fish and chips,Chicken Fajitas",2025-08-24,07:18:44,completed,17.2
1032,2033,15,"Cheeseburger,Tiramisù,French fries with sausages",2021-12-12,17:05:32,completed,15.64
1033,1416,29,"Caesar Salad,Chicken Fajitas",2020-09-13,18:23:29,completed,11.01
1034,1181,13,Fettuccine Alfredo,2021-03-26,09:44:22,completed,6.0
1035,2331,17,Vegetable Soup,2021-05-07,17:13:07,completed,8.27
1036,830,26,"Pasta and Beans,Souvlaki,Bruschette with Tomato,Vegetable Soup,French fries with sausages",2023-10-26,13:11:24,pending,32.35
1037,2163,8,"Risotto with seafood,Katsu Curry",2021-01-05,06:02:00,completed,14.43
1038,842,6,"Chicken wings,Salmon nigiri,Tuna sashimi",2021-09-29,10:13:13,completed,21.54
1039,576,4,Pappardelle alla Bolognese,2020-03-21,18:38:37,pending,6.5
1040,1935,4,"Mushroom Risotto,Chicken milanese,Pasta with Tomato and Basil",2022-02-10,08:32:31,completed,21.91
1041,1217,20,Tuna sashimi,2022-04-14,14:57:37,completed,7.97
1042,239,30,Cheeseburger,2023-10-11,08:19:52,cancelled,6.39
1043,2947,5,Vegetable Soup,2022-06-25,09:40:10,completed,4.07
1044,2922,7,"Pizza,Caesar Salad",2020-04-19,20:38:03,completed,12.32
1045,2794,1,Philadelphia maki,2021-06-17,12:46:15,completed,7.54
1046,214,18,Risotto with seafood,2021-04-25,17:14:23,completed,7.17
1047,1115,13,Souvlaki,2023-02-17,18:46:00,completed,5.34
1048,527,15,"Fettuccine Alfredo,Califlower penne,Bruschette with Tomato,Ebiten maki",2020-10-24,11:34:14,completed,23.31
1049,1310,25,"Caesar Salad,Fettuccine Alfredo,Salmon nigiri",2022-11-04,08:52:51,completed,20.98
1050,2189,28,"Philadelphia maki,Fettuccine Alfredo,Caprese Salad,Cheeseburger",2024-01-13,07:39:55,completed,31.49
1051,2027,4,"Meatballs with sauce,Chilli con carne",2025-05-17,19:45:53,completed,14.11
1052,1972,29,"Meatballs with sauce,Salmon nigiri,Scotch eggs",2022-07-11,08:31:16,pending,19.61
1053,2071,8,Caprese Salad,2024-10-11,20:57:29,completed,8.99
1054,2273,3,"Tuna sashimi,Risotto with seafood",2020-07-01,10:42:30,completed,12.18
1055,1995,19,French fries with sausages,2022-05-20,21:04:57,completed,5.77
1056,2734,29,"Califlower penne,Meatballs with sauce,Scotch eggs",2020-11-29,13:53:44,completed,19.42
1057,1197,18,Pappardelle alla Bolognese,2020-03-18,10:33:31,completed,6.61
1058,2350,27,Pappardelle alla Bolognese,2022-06-03,14:03:46,completed,4.43
1059,320,25,Scotch eggs,2023-12-15,19:24:25,completed,6.73
1060,2835,14,"Mushroom Risotto,Chicken Fajitas",2024-04-02,14:13:49,completed,13.53
1061,1268,10,"Pasta Carbonara,Linguine with clams",2023-01-18,15:16:20,completed,12.62
1062,2107,29,Risotto with seafood,2020-08-16,08:31:59,pending,8.77
1063,2444,29,"Chicken Fajitas,Bruschette with Tomato,Mushroom Risotto",2020-07-20,17:02:56,completed,17.71
1064,871,19,Meatballs with sauce,2023-01-10,22:51:34,completed,7.86
1065,2059,7,Chilli con carne,2022-06-11,20:15:26,pending,4.2
1066,1358,8,"Tuna sashimi,Fish and chips,Katsu Curry,Barbecue Ribs,Tuna sashimi",2024-03-10,19:53:33,completed,27.62
1067,1729,9,French fries with sausages,2022-11-03,15:49:43,completed,4.89
1068,2398,17,Souvlaki,2024-05-29,20:43:01,pending,6.55
1069,2196,12,"Ricotta stuffed Ravioli,Pizza",2023-08-22,09:24:27,completed,11.21
1070,1195,8,Caprese Salad,2021-06-02,17:44:12,completed,5.88
1071,1191,23,Ebiten maki,2022-01-12,10:24:52,completed,5.62
1072,308,3,Chicken milanese,2020-02-09,09:30:33,cancelled,5.74
1073,1434,19,Risotto with seafood,2024-07-23,07:50:11,cancelled,5.05
1074,278,25,Chilli con carne,2023-08-19,14:50:19,pending,8.38
1075,252,9,"Fish and chips,Chilli con carne,Pasta and Beans,Caesar Salad,Mushroom Risotto",2025-08-28,11:38:23,completed,34.7
1076,1087,27,Pork sausage roll,2020-02-12,21:59:42,completed,8.7
1077,2891,2,Pasta Carbonara,2023-08-30,17:21:54,completed,7.52
1078,2099,3,Barbecue Ribs,2021-10-27,17:56:05,completed,7.37
1079,2165,21,"Pappardelle alla Bolognese,Salmon nigiri",2020-05-09,17:56:17,completed,14.32
1080,2720,21,"Chicken milanese,Pappardelle alla Bolognese",2022-02-07,14:46:40,completed,13.86
1081,2010,19,"Risotto with seafood,Ricotta stuffed Ravioli,Pasta Carbonara,Ricotta stuffed Ravioli,Pasta and Beans",2020-10-16,20:46:42,completed,32.43
1082,1077,5,"Teriyaki Chicken donburi,Vegetable Soup",2022-05-09,07:13:38,cancelled,14.91
1083,1050,3,"Risotto with seafood,Fish and chips",2022-01-15,17:41:06,completed,12.86
1084,186,21,Risotto with seafood,2020-06-17,10:15:50,completed,5.79
1085,2008,10,"Pasta Carbonara,Pasta and Beans,Caprese Salad,Tuna sashimi,Linguine with clams",2022-01-11,11:13:36,completed,34.5
1086,2812,30,"Fettuccine Alfredo,Pasta with Tomato and Basil",2022-08-11,21:51:13,completed,11.14
1087,244,14,Teriyaki Chicken donburi,2022-04-16,17:15:58,completed,8.05
1088,1911,28,"Katsu Curry,Fettuccine Alfredo",2024-02-05,13:16:49,completed,13.3
1089,2944,9,"Risotto with seafood,Ricotta stuffed Ravioli",2024-08-31,18:54:17,pending,13.39
1090,281,26,"Cheeseburger,French fries with sausages,Scotch eggs,Ebiten maki",2022-03-29,12:09:16,completed,33.17
1091,281,3,"Caprese Salad,Chicken wings,Chicken milanese,Tiramisù,Chilli con carne",2023-09-24,09:46:34,completed,35.25
1092,2044,13,Pork belly buns,2020-10-14,16:29:46,completed,4.25
1093,2451,29,"Ebiten maki,Caesar Salad,Pizza",2024-08-11,08:52:36,completed,20.47
1094,1307,21,Caesar Salad,2021-06-01,15:35:15,completed,8.81
1095,644,10,Risotto with seafood,2022-07-21,07:27:38,completed,5.55
1096,871,27,Meatballs with sauce,2025-08-20,08:04:20,cancelled,6.6
1097,149,8,"Linguine with clams,Linguine with clams,Tuna sashimi",2021-05-28,13:54:54,cancelled,16.66
1098,1873,8,"Pasta Carbonara,Chilli con carne",2023-04-21,11:14:02,completed,12.29
1099,398,24,Souvlaki,2024-11-11,19:15:13,completed,4.68
1100,1363,5,Bruschette with Tomato,2023-06-11,15:04:29,completed,4.06
1101,549,5,"Pasta Carbonara,Linguine with clams",2023-06-16,12:11:00,completed,14.01
1102,1296,8,"Tiramisù,Meatballs with sauce,Mushroom Risotto",2020-11-19,09:59:24,completed,19.54
1103,1688,2,"Chilli con carne,Pork sausage roll,Califlower penne,Souvlaki",2024-01-05,17:33:15,completed,22.89
1104,1822,21,Mushroom Risotto,2021-12-23,20:08:20,completed,8.31
1105,2664,21,Fettuccine Alfredo,2022-09-05,20:41:38,completed,4.81
1106,2058,7,Salmon nigiri,2023-08-20,13:51:09,cancelled,4.98
1107,357,25,French fries with sausages,2022-02-15,10:03:42,completed,5.64
1108,713,3,Mushroom Risotto,2022-05-03,13:32:18,completed,8.15
1109,532,1,"Pappardelle alla Bolognese,Salmon nigiri",2023-09-14,11:36:12,completed,14.96
1110,1049,23,"Pizza,Mushroom Risotto,California maki,Tuna sashimi",2023-11-09,20:21:32,completed,31.09
1111,2647,16,Souvlaki,2020-04-28,17:15:14,completed,5.05
1112,776,28,"Pork belly buns,Vegetable Soup,Teriyaki Chicken donburi,Pizza",2020-09-23,13:41:07,cancelled,21.9
1113,2662,18,Linguine with clams,2022-10-21,08:31:11,pending,6.16
1114,426,14,Vegetable Soup,2021-12-07,21:06:05,completed,8.26
1115,153,12,"Fish and chips,Pasta and Beans,Fettuccine Alfredo",2020-10-01,21:01:05,completed,21.0
1116,2656,10,Meatballs with sauce,2021-10-11,10:17:20,completed,6.83
1117,1907,4,Tiramisù,2020-09-26,10:46:39,completed,7.06
1118,903,6,"Chicken Fajitas,Katsu Curry,California maki,Pasta with Tomato and Basil",2023-11-16,18:06:14,completed,27.8
1119,1271,29,"Philadelphia maki,Linguine with clams,Scotch eggs,Cheeseburger",2020-09-29,07:48:38,completed,24.94
1120,2062,19,Ricotta stuffed Ravioli,2022-06-13,18:10:06,completed,7.86
1121,929,14,"Ricotta stuffed Ravioli,Risotto with seafood",2023-04-27,21:09:41,pending,13.23
1122,1787,30,Ricotta stuffed Ravioli,2025-07-22,22:00:02,completed,5.62
1123,1127,6,"Pork sausage roll,Risotto with seafood,Philadelphia maki,Bruschette with Tomato",2021-03-14,22:00:55,completed,23.92
1124,2827,5,"Pasta Carbonara,Pasta with Tomato and Basil,French fries with sausages",2025-05-29,13:46:17,pending,21.57
1125,2627,15,Salmon nigiri,2020-07-25,17:52:31,completed,4.62
1126,388,26,Tiramisù,2022-12-03,13:11:55,completed,6.93
1127,1427,18,"Fettuccine Alfredo,Ebiten maki",2023-01-27,09:45:58,completed,10.76
1128,31,6,Pappardelle alla Bolognese,2024-04-29,06:02:56,completed,7.74
1129,1979,30,"Fish and chips,Caesar Salad,Vegetable Soup,Tiramisù",2024-05-17,22:03:14,completed,26.74
1130,372,5,"Barbecue Ribs,Tiramisù,Bruschette with Tomato,Barbecue Ribs",2024-04-29,11:19:30,pending,26.34
1131,907,27,Pasta Carbonara,2024-04-29,07:59:05,completed,4.14
1132,219,12,Cheeseburger,2022-10-11,15:22:50,pending,6.87
1133,2037,21,"Vegetable Soup,Pappardelle alla Bolognese",2024-01-15,09:33:40,completed,13.65
1134,1622,11,"Caprese Salad,Fish and chips",2024-02-13,22:48:45,completed,10.78
1135,2863,2,Pork sausage roll,2020-04-24,18:29:27,pending,5.9
